elapsed time,motor output (degs)
0.01219320297241211,540.0
0.030081987380981445,540.0
0.04045605659484863,540.0
0.051283836364746094,540.0
0.06134295463562012,540.0
0.0712895393371582,540.0
0.08150815963745117,540.0
0.09230804443359375,540.0
0.10227727890014648,540.0
0.11232161521911621,540.0
0.12233924865722656,540.0
0.13237285614013672,540.0
0.14226174354553223,540.0
0.15225720405578613,540.0
0.16226649284362793,540.0
0.17226409912109375,540.0
0.18244218826293945,540.0
0.1934049129486084,540.0
0.2032787799835205,540.0
0.21325135231018066,540.0
0.22329092025756836,540.0
0.23340654373168945,540.0
0.24326753616333008,540.0
0.25333213806152344,540.0
0.2644524574279785,540.0
0.27640271186828613,540.0
0.28655004501342773,540.0
0.2975010871887207,540.0
0.3095273971557617,540.0
0.321530818939209,540.0
0.33362793922424316,540.0
0.3458876609802246,540.0
0.3577005863189697,540.0
0.3698253631591797,540.0
0.38181304931640625,540.0
0.39360499382019043,540.0
0.40558385848999023,540.0
0.4176630973815918,540.0
0.42856526374816895,540.0
0.440737247467041,540.0
0.452862024307251,540.0
0.4647102355957031,540.0
0.47657036781311035,540.0
0.48858022689819336,540.0
0.5007843971252441,540.0
0.5126879215240479,540.0
0.5246317386627197,540.0
0.5369837284088135,540.0
0.5486371517181396,540.0
0.5607686042785645,540.0
0.5727353096008301,540.0
0.584780216217041,540.0
0.5968875885009766,540.0
0.6085860729217529,540.0
0.6207585334777832,540.0
0.6326940059661865,540.0
0.644843339920044,540.0
0.6566810607910156,540.0
0.6687862873077393,540.0
0.6806440353393555,540.0
0.6926462650299072,540.0
0.7047214508056641,540.0
0.7168734073638916,540.0
0.7286908626556396,540.0
0.7409403324127197,540.0
0.7527003288269043,540.0
0.7649021148681641,540.0
0.7767086029052734,540.0
0.7886157035827637,540.0
0.8009355068206787,540.0
0.8125324249267578,540.0
0.8246638774871826,540.0
0.8364405632019043,540.0
0.8486685752868652,540.0
0.8605918884277344,540.0
0.8723905086517334,540.0
0.8834309577941895,540.0
0.8954916000366211,540.0
0.9075157642364502,540.0
0.9194865226745605,540.0
0.9317481517791748,540.0
0.9436874389648438,540.0
0.95548415184021,540.0
0.9676990509033203,540.0
0.9796562194824219,540.0
0.9917826652526855,540.0
1.003692865371704,540.0
1.0157060623168945,540.0
1.0338332653045654,540.0
1.0519165992736816,540.0
1.0638604164123535,540.0
1.0755629539489746,540.0
1.0877273082733154,540.0
1.1058862209320068,540.0
1.1176137924194336,540.0
1.1295957565307617,540.0
1.141869068145752,540.0
1.153822422027588,540.0
1.1718451976776123,540.0
1.183708906173706,540.0
1.1958990097045898,540.0
1.2079310417175293,540.0
1.2260768413543701,540.0
1.2377984523773193,540.0
1.2496716976165771,540.0
1.2619051933288574,540.0
1.273744821548462,540.0
1.2918007373809814,540.0
1.3035006523132324,540.0
1.3155710697174072,540.0
1.327768087387085,540.0
1.3458733558654785,540.0
1.3578591346740723,540.0
1.3697173595428467,540.0
1.382235050201416,540.0
1.3938653469085693,540.0
1.4103236198425293,540.0
1.4215977191925049,540.0
1.4335861206054688,540.0
1.4456086158752441,540.0
1.463655948638916,540.0
1.4758267402648926,540.0
1.4876511096954346,540.0
1.499617338180542,540.0
1.5117058753967285,540.0
1.529987096786499,540.0
1.5416476726531982,540.0
1.5537209510803223,540.0
1.5657742023468018,540.0
1.5839142799377441,540.0
1.5959033966064453,540.0
1.607893943786621,540.0
1.6197936534881592,540.0
1.6317970752716064,540.0
1.6498713493347168,540.0
1.6616549491882324,540.0
1.673893690109253,540.0
1.6861047744750977,540.0
1.7037291526794434,540.0
1.7158088684082031,540.0
1.7279505729675293,540.0
1.7398302555084229,540.0
1.7517006397247314,540.0
1.7696356773376465,540.0
1.7820894718170166,540.0
1.7940795421600342,540.0
1.8058140277862549,540.0
1.8239414691925049,540.0
1.8357529640197754,540.0
1.8479242324829102,540.0
1.8599746227264404,540.0
1.871952772140503,540.0
1.8901963233947754,540.0
1.9019272327423096,540.0
1.9139318466186523,540.0
1.9265658855438232,540.0
1.9448237419128418,540.0
1.9573280811309814,540.0
1.9685821533203125,540.0
1.9806721210479736,540.0
1.9928698539733887,540.0
2.0108892917633057,540.0
2.022756338119507,540.0
2.0346932411193848,540.0
2.047156810760498,540.0
2.0661723613739014,540.0
2.0781712532043457,540.0
2.0911548137664795,540.0
2.102975845336914,540.0
2.114902973175049,540.0
2.132643461227417,540.0
2.144805669784546,540.0
2.156768321990967,540.0
2.1691112518310547,540.0
2.187133550643921,540.0
2.198594331741333,540.0
2.2095868587493896,540.0
2.2214903831481934,540.0
2.233738660812378,540.0
2.251678466796875,540.0
2.2639667987823486,540.0
2.2758243083953857,540.0
2.287870407104492,540.0
2.3055694103240967,540.0
2.317998170852661,540.0
2.3301076889038086,540.0
2.3417646884918213,540.0
2.3542659282684326,540.0
2.371730089187622,540.0
2.3836252689361572,540.0
2.3956844806671143,540.0
2.4076192378997803,540.0
2.4258856773376465,540.0
2.437842607498169,540.0
2.449704885482788,540.0
2.4615206718444824,540.0
2.4736785888671875,540.0
2.4917614459991455,540.0
2.5037479400634766,540.0
2.5159263610839844,540.0
2.527475118637085,540.0
2.544638156890869,540.0
2.556588888168335,540.0
2.568711996078491,540.0
2.580810308456421,540.0
2.5926620960235596,540.0
2.6045491695404053,540.0
2.616668224334717,540.0
2.6287081241607666,540.0
2.6408700942993164,540.0
2.6527202129364014,540.0
2.664609909057617,540.0
2.676553964614868,540.0
2.688612937927246,540.0
2.701241970062256,540.0
2.712554693222046,540.0
2.7249250411987305,540.0
2.736872673034668,540.0
2.7487549781799316,540.0
2.761147975921631,540.0
2.772857427597046,540.0
2.784655809402466,540.0
2.7968742847442627,540.0
2.8087077140808105,540.0
2.820948600769043,540.0
2.832827091217041,540.0
2.8445377349853516,540.0
2.8567566871643066,540.0
2.8685104846954346,540.0
2.8806066513061523,540.0
2.892624616622925,540.0
2.904611349105835,540.0
2.9164645671844482,540.0
2.928792953491211,540.0
2.94071626663208,540.0
2.952833414077759,540.0
2.9645159244537354,540.0
2.976644515991211,540.0
2.9887008666992188,540.0
3.0006296634674072,540.0
3.0128307342529297,540.0
3.02543306350708,540.0
3.037726879119873,540.0
3.0500073432922363,540.0
3.0615596771240234,540.0
3.0737242698669434,540.0
3.0858919620513916,540.0
3.0975842475891113,540.0
3.109546184539795,540.0
3.1217238903045654,540.0
3.1336052417755127,540.0
3.1459767818450928,540.0
3.157696008682251,540.0
3.169682025909424,540.0
3.181931972503662,540.0
3.193916082382202,540.0
3.206122875213623,540.0
3.217313051223755,540.0
3.2285866737365723,540.0
3.2406625747680664,540.0
3.2527709007263184,540.0
3.2647807598114014,540.0
3.2767093181610107,540.0
3.2888810634613037,540.0
3.3008532524108887,540.0
3.3127338886260986,540.0
3.324859857559204,540.0
3.337036609649658,540.0
3.3486268520355225,540.0
3.3609085083007812,540.0
3.3727986812591553,540.0
3.3850202560424805,540.0
3.3968331813812256,540.0
3.4088711738586426,540.0
3.4206383228302,540.0
3.43269681930542,540.0
3.4448068141937256,540.0
3.4567408561706543,540.0
3.468790054321289,540.0
3.4805939197540283,540.0
3.492887496948242,540.0
3.504909038543701,540.0
3.516951084136963,540.0
3.529283285140991,540.0
3.540846109390259,540.0
3.564741373062134,540.0
3.576826810836792,540.0
3.5892021656036377,540.0
3.601062774658203,540.0
3.612762928009033,540.0
3.6307497024536133,540.0
3.642751693725586,540.0
3.655363082885742,540.0
3.6679701805114746,540.0
3.6861517429351807,540.0
3.69779109954834,540.0
3.709867000579834,540.0
3.721766710281372,540.0
3.733799695968628,540.0
3.752347946166992,540.0
3.764172315597534,540.0
3.775951385498047,540.0
3.788905382156372,540.0
3.8068313598632812,540.0
3.8186423778533936,540.0
3.8308305740356445,540.0
3.8431711196899414,540.0
3.8549981117248535,540.0
3.8727433681488037,540.0
3.8850176334381104,540.0
3.896845817565918,540.0
3.9092609882354736,540.0
3.9268012046813965,540.0
3.939424514770508,540.0
3.951643705368042,540.0
3.963909864425659,540.0
3.9758572578430176,540.0
3.9937314987182617,540.0
4.005864858627319,540.0
4.017513036727905,540.0
4.029959440231323,540.0
4.0476930141448975,540.0
4.05972146987915,540.0
4.071776628494263,540.0
4.083629608154297,540.0
4.095823287963867,540.0
4.113877296447754,540.0
4.125794410705566,540.0
4.137530326843262,540.0
4.149534702301025,540.0
4.167602300643921,540.0
4.17965292930603,540.0
4.19169282913208,540.0
4.203713655471802,540.0
4.215950012207031,540.0
4.233715772628784,540.0
4.245545387268066,540.0
4.257601499557495,540.0
4.269626617431641,540.0
4.288060426712036,540.0
4.299823522567749,540.0
4.311549425125122,540.0
4.323748826980591,540.0
4.335835933685303,540.0
4.353777885437012,540.0
4.365691184997559,540.0
4.3779520988464355,540.0
4.389987230300903,540.0
4.406544923782349,540.0
4.418720006942749,540.0
4.429656505584717,540.0
4.44185471534729,540.0
4.4538187980651855,540.0
4.471700429916382,540.0
4.483714580535889,540.0
4.495723485946655,540.0
4.507676839828491,540.0
4.525967121124268,540.0
4.537949085235596,540.0
4.549953460693359,540.0
4.561683893203735,540.0
4.573627710342407,540.0
4.591763734817505,540.0
4.604130268096924,540.0
4.615734577178955,540.0
4.62775731086731,540.0
4.645775556564331,540.0
4.6577653884887695,540.0
4.669719457626343,540.0
4.681743860244751,540.0
4.6938230991363525,540.0
4.711645126342773,540.0
4.7234766483306885,540.0
4.735507249832153,540.0
4.74736213684082,540.0
4.763445854187012,540.0
4.774547576904297,540.0
4.786462783813477,540.0
4.797554969787598,540.0
4.809590101242065,540.0
4.827613830566406,540.0
4.8397133350372314,540.0
4.85161828994751,540.0
4.863689184188843,540.0
4.882034778594971,540.0
4.8936097621917725,540.0
4.906052112579346,540.0
4.917819976806641,540.0
4.929888725280762,540.0
4.947928190231323,540.0
4.959686994552612,540.0
4.971721172332764,540.0
4.983823537826538,540.0
5.001598596572876,540.0
5.013711929321289,540.0
5.0256195068359375,540.0
5.037554502487183,540.0
5.04973030090332,540.0
5.06781792640686,540.0
5.079825162887573,540.0
5.091509819030762,540.0
5.10376763343811,540.0
5.115474462509155,540.0
5.1276843547821045,540.0
5.139589071273804,540.0
5.151547193527222,540.0
5.163766145706177,540.0
5.17573881149292,540.0
5.18782377243042,540.0
5.200136423110962,540.0
5.211894750595093,540.0
5.223653793334961,540.0
5.235398769378662,540.0
5.245526075363159,540.0
5.2575342655181885,540.0
5.26973295211792,540.0
5.2815985679626465,540.0
5.293578624725342,540.0
5.30560564994812,540.0
5.317781925201416,540.0
5.329768180847168,540.0
5.341772079467773,540.0
5.3536670207977295,540.0
5.36562180519104,540.0
5.377773761749268,540.0
5.389646768569946,540.0
5.40177321434021,540.0
5.4137656688690186,540.0
5.4257707595825195,540.0
5.437649250030518,540.0
5.449579477310181,540.0
5.461666822433472,540.0
5.473751068115234,540.0
5.48601508140564,540.0
5.497565269470215,540.0
5.509859323501587,540.0
5.521814823150635,540.0
5.53389310836792,540.0
5.545848369598389,540.0
5.557656764984131,540.0
5.569922685623169,540.0
5.581742286682129,540.0
5.593663454055786,540.0
5.605760812759399,540.0
5.617756128311157,540.0
5.630069255828857,540.0
5.641838550567627,540.0
5.653844833374023,540.0
5.6660261154174805,540.0
5.678062200546265,540.0
5.689871788024902,540.0
5.701869249343872,540.0
5.7139692306518555,540.0
